topic_id	initial_request	clarification_need	question_id	question	rank_label
80	i am looking for keyboard reviews	3	Q00212	are you interested in gaming keyboards	0
80	i am looking for keyboard reviews	3	Q01519	do yo want to know about keyboards internationally	0
80	i am looking for keyboard reviews	3	Q00001	<None>	0
81	tell me about afganistan .	3	Q00643	are you looking for a map of afghanistan	0
81	tell me about afganistan .	3	Q03213	would you like historical information about afghanistan	0
81	tell me about afganistan .	3	Q03682	would you like to know where afghanistan is located	0
81	tell me about afganistan .	3	Q03683	would you like to know where afghanistan is on the map	0
81	tell me about afganistan .	3	Q00736	are you looking for any specific details on the safety of afghanistan	0
81	tell me about afganistan .	3	Q00792	are you looking for current news about afghanistan	1
81	tell me about afganistan .	3	Q02010	do you want to know about the wars fought in afghanistan	0
81	tell me about afganistan .	3	Q02054	do you want to know how many square miles afghanistan is	0
81	tell me about afganistan .	3	Q02209	do you want to know the history of afganistan	0
81	tell me about afganistan .	3	Q02215	do you want to know the leaders of afghanistan	0
81	tell me about afganistan .	3	Q02259	do you want to know the weather of a specific city in afghanistan	0
81	tell me about afganistan .	3	Q02880	what specific information about afghanistan are you looking for	0
81	tell me about afganistan .	3	Q00001	<None>	0
82	i would like to learn about joints	4	Q00028	are you asking about cannabis	0
82	i would like to learn about joints	4	Q02786	what images of joints would you like to see	0
82	i would like to learn about joints	4	Q02881	what specific joint are you interested in	0
82	i would like to learn about joints	4	Q03387	would you like to know about home remedies for joint pain	0
82	i would like to learn about joints	4	Q03462	would you like to know how many joints the human body has	0
82	i would like to learn about joints	4	Q03632	would you like to know the various diseases of the joints	0
82	i would like to learn about joints	4	Q03438	would you like to know about woodworking	0
82	i would like to learn about joints	4	Q00056	are you experiencing joint issues	0
82	i would like to learn about joints	4	Q00246	are you interested in human body joints classifications	1
82	i would like to learn about joints	4	Q00907	are you looking for information on the purpose of joints	0
82	i would like to learn about joints	4	Q01145	are you looking to buy joints	0
82	i would like to learn about joints	4	Q01265	are you referring to the joints you roll	0
82	i would like to learn about joints	4	Q01329	are you speaking about the human body or a mechanical part	0
82	i would like to learn about joints	4	Q01331	are you suffering pain in one of your joints	0
82	i would like to learn about joints	4	Q01544	do you have joint pain	0
82	i would like to learn about joints	4	Q00001	<None>	0
84	what are continental plates	3	Q00022	are yoiu looking for information on plate tectonics	0
84	what are continental plates	3	Q02582	is there a certain area that you need information on specifically	0
84	what are continental plates	3	Q02601	is there a specific representative you need information on thats written on the topic	0
84	what are continental plates	3	Q02636	is this the topic of a reseach paper that you may be writing	0
84	what are continental plates	3	Q03014	which continental plates are you interested in	0
84	what are continental plates	3	Q00644	are you looking for a map of continental plates	0
84	what are continental plates	3	Q00788	are you looking for continental plate boundaries	1
84	what are continental plates	3	Q00897	are you looking for information on plate tectonics and the lithosphere	0
84	what are continental plates	3	Q01200	are you referencing earthquake activity	0
84	what are continental plates	3	Q01521	do you also need information about oceanic plates	0
84	what are continental plates	3	Q01598	do you need an exact definition	0
84	what are continental plates	3	Q01685	do you need study information from professors	0
84	what are continental plates	3	Q02045	do you want to know how many continental plates there are	0
84	what are continental plates	3	Q00001	<None>	0
88	where can i find information about forearm pain ?	3	Q00062	are you having forearm pain	0
88	where can i find information about forearm pain ?	3	Q01541	do you have forearm pain from typing	0
88	where can i find information about forearm pain ?	3	Q01542	do you have forearm pain when extending your arm	0
88	where can i find information about forearm pain ?	3	Q02487	does your forearm hurt from sports	0
88	where can i find information about forearm pain ?	3	Q02488	does your forearm hurt from twisting	0
88	where can i find information about forearm pain ?	3	Q02670	there are some interesting articles on preventing forearm pain are you interested	0
88	where can i find information about forearm pain ?	3	Q00405	are you interested in the anatomy of forearms	0
88	where can i find information about forearm pain ?	3	Q00680	are you looking for a specific method to cure your forearm pain	0
88	where can i find information about forearm pain ?	3	Q00753	are you looking for any specific web pages	0
88	where can i find information about forearm pain ?	3	Q00778	are you looking for causes of forearm pain	1
88	where can i find information about forearm pain ?	3	Q00816	are you looking for doctors that treat forearm pain	0
88	where can i find information about forearm pain ?	3	Q01114	are you looking for treatments to forearm pain	0
88	where can i find information about forearm pain ?	3	Q01464	are you worried your forearm pain means you have a broken bone	0
88	where can i find information about forearm pain ?	3	Q01540	do you have forearm pain from lifting	0
88	where can i find information about forearm pain ?	3	Q00001	<None>	0
89	give me information on ocd .	2	Q00338	are you interested in ocd in children	0
89	give me information on ocd .	2	Q03535	would you like to know more about ocd	0
89	give me information on ocd .	2	Q02161	do you want to know more about the different types of ocd	0
89	give me information on ocd .	2	Q00339	are you interested in ocd medications	0
89	give me information on ocd .	2	Q00610	are you looking for a definition of ocd	0
89	give me information on ocd .	2	Q00703	are you looking for a test to check for ocd	1
89	give me information on ocd .	2	Q00818	are you looking for documentaries of people who live with ocd	0
89	give me information on ocd .	2	Q01031	are you looking for specific information related to parents of children with ocd	0
89	give me information on ocd .	2	Q01110	are you looking for treatment for ocd	0
89	give me information on ocd .	2	Q01803	do you want examples of ocd	0
89	give me information on ocd .	2	Q02252	do you want to know the symptoms of ocd	0
89	give me information on ocd .	2	Q00001	<None>	0
9	i am looking for sources of used car parts .	2	Q00113	are you interested in a specific part	0
9	i am looking for sources of used car parts .	2	Q02453	do you want to sell used car parts	0
9	i am looking for sources of used car parts .	2	Q02910	what type of car do you want parts for	0
9	i am looking for sources of used car parts .	2	Q03205	would you like directions to the nearest parts store	0
